senator,ticker,transaction_date,type,party,state,industry,sector,IQ_STATE,Committee Code,Rank Within Party,Party Code,Committee Seniority,Committee Period of Service,Committee_Name,Amount,count,SPY_Price,SPY_Price_30,Stock price,Stock price_30,Excess Return,Sus Trade_return,Sus trade_State,Time,Time2,Committee_Rank
"Perdue, David",NWSA,6/14/2019,Purchase,Republican,GA,Newspapers/Magazines,Consumer Services,NY,308,9,200,3,2,Armed Services,8000.5,0,289.26,300.65,11.83,13.31,0.085729324,1,0,1415,0,5
"Perdue, David",CTVA,6/17/2019,Sale (Partial),Republican,GA,,,IN,308,9,200,3,2,Armed Services,8000.5,0,289.37,297.74,25.95,26.88,-0.006486439,0,0,1416,0,5
"Perdue, David",CTVA,6/17/2019,Sale (Full),Republican,GA,,,IN,308,9,200,3,2,Armed Services,8000.5,0,289.37,297.74,25.95,26.88,-0.006486439,0,0,1417,0,5
"Perdue, David",TRGP,6/24/2019,Sale (Partial),Republican,GA,Natural Gas Distribution,Public Utilities,TX,308,9,200,3,2,Armed Services,8000.5,0,293.64,301.44,37.41,40.29,-0.045605961,0,0,1418,0,5
"Perdue, David",LNG,6/24/2019,Purchase,Republican,GA,Oil/Gas Transmission,Utilities,TX,308,9,200,3,2,Armed Services,8000.5,0,293.64,301.44,68.3,67.51,-0.038129756,0,0,1419,0,5
"Perdue, David",OKE,6/25/2019,Purchase,Republican,GA,Oil & Gas Production,Public Utilities,OK,308,9,200,3,2,Armed Services,8000.5,0,290.76,300,66.72,68.57,-0.004050969,0,0,1420,0,5
"Perdue, David",PBA,6/25/2019,Purchase,Republican,GA,Oil & Gas Production,Energy,0,308,9,200,3,2,Armed Services,8000.5,0,290.76,300,1.13,1.09,-0.067177017,0,0,1421,0,5
"Perdue, David",CZR,6/25/2019,Sale (Partial),Republican,GA,Hotels/Resorts,Consumer Services,NV,308,9,200,3,2,Armed Services,8000.5,0,290.76,300,43.81,44.44,0.016623582,1,0,1422,0,5
"Perdue, David",FDX,6/26/2019,Purchase,Republican,GA,Air Freight/Delivery Services,Transportation,TN,308,9,200,3,2,Armed Services,8000.5,0,290.47,302.01,159.92,174.94,0.054193245,1,0,1423,0,5
"Perdue, David",BWXT,6/27/2019,Sale (Partial),Republican,GA,,,VA,308,9,200,3,2,Armed Services,8000.5,0,291.5,302.01,51.44,53.6,-0.005498335,0,0,1424,0,5
"Perdue, David",CZR,6/27/2019,Sale (Partial),Republican,GA,Hotels/Resorts,Consumer Services,NV,308,9,200,3,2,Armed Services,8000.5,0,291.5,302.01,44.72,45.83,0.010580229,1,0,1425,0,5
"Perdue, David",WPX,6/27/2019,Purchase,Republican,GA,,,BC,308,9,200,3,2,Armed Services,8000.5,0,291.5,302.01,0,0,,0,0,1426,0,5
"Perdue, David",CZR,6/28/2019,Sale (Partial),Republican,GA,Hotels/Resorts,Consumer Services,NV,308,9,200,3,2,Armed Services,8000.5,0,293,302.01,46.07,45.83,0.035070194,1,0,1427,0,5
"Perdue, David",FEYE,6/28/2019,Purchase,Republican,GA,Computer peripheral equipment,Technology,VA,308,9,200,3,2,Armed Services,8000.5,0,293,302.01,0,0,,0,0,1428,0,5
"Perdue, David",CZR,7/1/2019,Sale (Partial),Republican,GA,Hotels/Resorts,Consumer Services,NV,308,9,200,3,2,Armed Services,8000.5,0,295.66,297.43,47.64,45.12,0.061802044,1,0,1429,0,5
"Perdue, David",CZR,7/2/2019,Sale (Partial),Republican,GA,Hotels/Resorts,Consumer Services,NV,308,9,200,3,2,Armed Services,8000.5,0,296.43,294.84,48.39,44,0.094379972,1,0,1430,0,5
"Perdue, David",BWXT,7/8/2019,Sale (Partial),Republican,GA,,,VA,308,9,200,3,2,Armed Services,8000.5,0,296.82,287.97,51.99,56.49,-0.110392485,0,0,1431,0,5
"Perdue, David",CZR,7/8/2019,Sale (Partial),Republican,GA,Hotels/Resorts,Consumer Services,NV,308,9,200,3,2,Armed Services,8000.5,0,296.82,287.97,48.79,40.65,0.169513635,1,0,1432,0,5
"Perdue, David",BWXT,7/9/2019,Sale (Full),Republican,GA,,,VA,308,9,200,3,2,Armed Services,32500.5,0,297.19,293.62,52.08,57.03,-0.098954995,0,0,1433,0,5
"Perdue, David",CZR,7/10/2019,Sale (Partial),Republican,GA,Hotels/Resorts,Consumer Services,NV,308,9,200,3,2,Armed Services,8000.5,0,298.61,291.62,47.35,40.38,0.148640654,1,0,1434,0,5
"Perdue, David",MSM,7/10/2019,Purchase,Republican,GA,Industrial Machinery/Components,Capital Goods,NY,308,9,200,3,2,Armed Services,8000.5,0,298.61,291.62,69.55,67.99,0.000978553,1,0,1435,0,5
"Perdue, David",ENTG,7/12/2019,Purchase,Republican,GA,Plastic Products,Consumer Non-Durables,MA,308,9,200,3,2,Armed Services,8000.5,0,300.65,291.62,36.65,41.53,0.163186357,1,0,1436,0,5
"Perdue, David",ABBV,7/15/2019,Sale (Partial),Republican,GA,Major Pharmaceuticals,Health Care,IL,308,9,200,3,2,Armed Services,32500.5,0,300.75,283.9,70.27,63.5,0.047262289,1,0,1437,0,5
"Perdue, David",BMY,7/15/2019,Purchase,Republican,GA,Major Pharmaceuticals,Health Care,NY,308,9,200,3,2,Armed Services,32500.5,0,300.75,283.9,44.19,45.64,0.088839454,1,0,1438,0,5
"Perdue, David",DOW,7/15/2019,Purchase,Republican,GA,,,MI,308,9,200,3,2,Armed Services,32500.5,0,300.75,283.9,50.93,44.08,-0.078471731,0,0,1439,0,5
"Perdue, David",DD,7/15/2019,Sale (Partial),Republican,GA,,,DE,308,9,200,3,2,Armed Services,8000.5,0,300.75,283.9,71.94,65.78,0.0342936,1,0,1440,0,5
"Perdue, David",MYL,7/15/2019,Sale (Full),Republican,GA,,,PA,308,9,200,3,2,Armed Services,8000.5,0,300.75,283.9,0,0,,0,0,1441,0,5
"Perdue, David",DD,7/15/2019,Sale (Full),Republican,GA,,,DE,308,9,200,3,2,Armed Services,8000.5,0,300.75,283.9,71.94,65.78,0.0342936,1,0,1442,0,5
"Perdue, David",CZR,7/16/2019,Sale (Partial),Republican,GA,Hotels/Resorts,Consumer Services,NV,308,9,200,3,2,Armed Services,8000.5,0,299.71,284.65,46.56,39.25,0.133334959,1,0,1443,0,5
"Perdue, David",CZR,7/17/2019,Sale (Partial),Republican,GA,Hotels/Resorts,Consumer Services,NV,308,9,200,3,2,Armed Services,8000.5,0,297.74,288.85,45.73,40.03,0.111615985,1,0,1444,0,5
"Perdue, David",CZR,7/18/2019,Sale (Partial),Republican,GA,Hotels/Resorts,Consumer Services,NV,308,9,200,3,2,Armed Services,8000.5,0,298.83,288.85,45.48,40.03,0.101597084,1,0,1445,0,5
"Perdue, David",CZR,7/19/2019,Sale (Partial),Republican,GA,Hotels/Resorts,Consumer Services,NV,308,9,200,3,2,Armed Services,8000.5,0,297.17,288.85,44.52,40.03,0.083361998,1,0,1446,0,5
"Perdue, David",CZR,7/23/2019,Sale (Partial),Republican,GA,Hotels/Resorts,Consumer Services,NV,308,9,200,3,2,Armed Services,8000.5,0,300.03,292.36,44.07,40.04,0.074414572,1,0,1447,0,5
"Perdue, David",KO,7/25/2019,Purchase,Republican,GA,Beverages (Production/Distribution),Consumer Non-Durables,GA,308,9,200,3,2,Armed Services,8000.5,0,300,284.85,53.07,53.74,0.063124835,1,1,1448,0,5
"Perdue, David",T,7/25/2019,Purchase,Republican,GA,Telecommunications Equipment,Public Utilities,TX,308,9,200,3,2,Armed Services,8000.5,0,300,284.85,33.81,34.82,0.080372819,1,0,1449,0,5
"Perdue, David",JCI,7/25/2019,Sale (Full),Republican,GA,Other Consumer Services,Consumer Services,0,308,9,200,3,2,Armed Services,8000.5,0,300,284.85,41.12,41.29,-0.057303107,0,0,1450,0,5
"Perdue, David",GE,7/25/2019,Sale (Partial),Republican,GA,Consumer Electronics/Appliances,Energy,MA,308,9,200,3,2,Armed Services,8000.5,0,300,284.85,83.44,63.76,0.255471578,1,0,1451,0,5
"Perdue, David",PYPL,7/25/2019,Purchase,Republican,GA,Business Services,Miscellaneous,CA,308,9,200,3,2,Armed Services,8000.5,0,300,284.85,115.12,106.04,-0.028374218,0,0,1452,0,5
"Perdue, David",ANDX,7/30/2019,Exchange,Republican,GA,,,OH,308,9,200,3,2,Armed Services,75000.5,0,300.72,292.58,0,0,,0,0,1453,0,5
"Perdue, David",GPK,7/30/2019,Purchase,Republican,GA,Containers/Packaging,Consumer Durables,GA,308,9,200,3,2,Armed Services,8000.5,0,300.72,292.58,15.2,13.81,-0.064378999,0,1,1454,0,5
"Perdue, David",GPK,7/31/2019,Purchase,Republican,GA,Containers/Packaging,Consumer Durables,GA,308,9,200,3,2,Armed Services,8000.5,0,297.43,292.45,14.86,13.81,-0.053916053,0,1,1455,0,5
"Perdue, David",CZR,8/1/2019,Sale (Partial),Republican,GA,Hotels/Resorts,Consumer Services,NV,308,9,200,3,2,Armed Services,8000.5,0,294.84,292.45,44,38.51,0.134388037,1,0,1456,0,5
"Perdue, David",GPK,8/1/2019,Purchase,Republican,GA,Containers/Packaging,Consumer Durables,GA,308,9,200,3,2,Armed Services,8000.5,0,294.84,292.45,14.6,13.81,-0.046003498,0,1,1457,0,5
"Perdue, David",HBI,8/1/2019,Purchase,Republican,GA,Clothing/Shoe/Accessory Stores,Consumer Services,NC,308,9,200,3,2,Armed Services,8000.5,0,294.84,292.45,15.05,13.66,-0.084252713,0,0,1458,0,5
"Perdue, David",ENTG,8/1/2019,Sale (Partial),Republican,GA,Plastic Products,Consumer Non-Durables,MA,308,9,200,3,2,Armed Services,8000.5,0,294.84,292.45,42.35,42.83,-0.019379435,0,0,1459,0,5
"Perdue, David",GPK,8/2/2019,Purchase,Republican,GA,Containers/Packaging,Consumer Durables,GA,308,9,200,3,2,Armed Services,8000.5,0,292.62,292.45,14.69,13.81,-0.059323739,0,1,1460,0,5
"Perdue, David",KR,8/2/2019,Purchase,Republican,GA,Food Chains,Consumer Services,OH,308,9,200,3,2,Armed Services,32500.5,0,292.62,292.45,22.24,23.68,0.06532916,1,0,1461,0,5
"Perdue, David",CZR,8/2/2019,Sale (Partial),Republican,GA,Hotels/Resorts,Consumer Services,NV,308,9,200,3,2,Armed Services,8000.5,0,292.62,292.45,43.13,38.51,0.119387543,1,0,1462,0,5
"Perdue, David",SUN,8/2/2019,Sale (Partial),Republican,GA,Oil Refining/Marketing,Energy,TX,308,9,200,3,2,Armed Services,8000.5,0,292.62,292.45,33.39,31.37,0.063811436,1,0,1463,0,5
"Perdue, David",CZR,8/5/2019,Sale (Partial),Republican,GA,Hotels/Resorts,Consumer Services,NV,308,9,200,3,2,Armed Services,8000.5,0,283.82,294.04,41.71,38.05,0.130946401,1,0,1464,0,5
"Perdue, David",KR,8/5/2019,Purchase,Republican,GA,Food Chains,Consumer Services,OH,308,9,200,3,2,Armed Services,32500.5,0,283.82,294.04,21.92,24.66,0.088991262,1,0,1465,0,5
"Perdue, David",KR,8/6/2019,Purchase,Republican,GA,Food Chains,Consumer Services,OH,308,9,200,3,2,Armed Services,32500.5,0,287.8,297.82,22.28,24.83,0.079636579,1,0,1466,0,5
"Perdue, David",CZR,8/6/2019,Sale (Partial),Republican,GA,Hotels/Resorts,Consumer Services,NV,308,9,200,3,2,Armed Services,8000.5,0,287.8,297.82,40.45,39.05,0.069495956,1,0,1467,0,5
"Perdue, David",CZR,8/7/2019,Sale (Partial),Republican,GA,Hotels/Resorts,Consumer Services,NV,308,9,200,3,2,Armed Services,8000.5,0,287.97,298.05,40.65,39,0.076127521,1,0,1468,0,5
"Perdue, David",KR,8/7/2019,Purchase,Republican,GA,Food Chains,Consumer Services,OH,308,9,200,3,2,Armed Services,8000.5,0,287.97,298.05,23.9,24.7,-0.001530843,0,0,1469,0,5
"Perdue, David",STT,8/7/2019,Purchase,Republican,GA,Major Banks,Finance,MA,308,9,200,3,2,Armed Services,8000.5,0,287.97,298.05,52.5,51.84,-0.047575075,0,0,1470,0,5
"Perdue, David",KR,8/8/2019,Purchase,Republican,GA,Food Chains,Consumer Services,OH,308,9,200,3,2,Armed Services,8000.5,0,293.62,298.05,23.35,24.7,0.042728318,1,0,1471,0,5
"Perdue, David",M,8/8/2019,Purchase,Republican,GA,Department/Specialty Retail Stores,Consumer Services,NY,308,9,200,3,2,Armed Services,8000.5,0,293.62,298.05,20.32,15.39,-0.257705638,0,0,1472,0,5
"Perdue, David",GPK,8/8/2019,Purchase,Republican,GA,Containers/Packaging,Consumer Durables,GA,308,9,200,3,2,Armed Services,8000.5,0,293.62,298.05,14.07,13.89,-0.027880705,0,1,1473,0,5
"Perdue, David",GPK,8/9/2019,Purchase,Republican,GA,Containers/Packaging,Consumer Durables,GA,308,9,200,3,2,Armed Services,8000.5,0,291.62,298.05,13.45,13.89,0.010664512,1,1,1474,0,5
"Perdue, David",FEYE,8/9/2019,Purchase,Republican,GA,Computer peripheral equipment,Technology,VA,308,9,200,3,2,Armed Services,8000.5,0,291.62,298.05,0,0,,0,0,1475,0,5
"Perdue, David",DIS,8/9/2019,Sale (Partial),Republican,GA,Services-Misc. Amusement & Recreation,Consumer Services,CA,308,9,200,3,2,Armed Services,8000.5,0,291.62,298.05,138.52,139.55,0.014192694,1,0,1476,0,5
"Perdue, David",GPK,8/12/2019,Purchase,Republican,GA,Containers/Packaging,Consumer Durables,GA,308,9,200,3,2,Armed Services,8000.5,0,288.07,300.25,13.06,14.08,0.035819682,1,1,1477,0,5
"Perdue, David",EXR,8/13/2019,Sale (Partial),Republican,GA,Real Estate Investment Trusts,Real Estate,UT,308,9,200,3,2,Armed Services,8000.5,0,292.55,301.29,119.01,117,0.046188084,1,0,1478,0,5
"Perdue, David",GPK,8/14/2019,Purchase,Republican,GA,Containers/Packaging,Consumer Durables,GA,308,9,200,3,2,Armed Services,8000.5,0,283.9,301.09,12.75,14.25,0.05709757,1,1,1479,0,5
"Perdue, David",BMY,8/15/2019,Sale (Partial),Republican,GA,Major Pharmaceuticals,Health Care,NY,308,9,200,3,2,Armed Services,32500.5,0,284.65,301.09,45.75,49.43,-0.019847101,0,0,1480,0,5
"Perdue, David",GPK,8/15/2019,Purchase,Republican,GA,Containers/Packaging,Consumer Durables,GA,308,9,200,3,2,Armed Services,8000.5,0,284.65,301.09,12.8,14.25,0.055526112,1,1,1481,0,5
"Perdue, David",ENTG,8/15/2019,Sale (Partial),Republican,GA,Plastic Products,Consumer Non-Durables,MA,308,9,200,3,2,Armed Services,8000.5,0,284.65,301.09,41.36,47.11,-0.067453151,0,0,1482,0,5
"Perdue, David",M,8/15/2019,Purchase,Republican,GA,Department/Specialty Retail Stores,Consumer Services,NY,308,9,200,3,2,Armed Services,8000.5,0,284.65,301.09,16.16,17.14,0.002888426,1,0,1483,0,5
"Perdue, David",CZR,8/15/2019,Sale (Partial),Republican,GA,Hotels/Resorts,Consumer Services,NV,308,9,200,3,2,Armed Services,8000.5,0,284.65,301.09,39.25,43.25,-0.037883935,0,0,1484,0,5
"Perdue, David",CZR,8/16/2019,Sale (Partial),Republican,GA,Hotels/Resorts,Consumer Services,NV,308,9,200,3,2,Armed Services,8000.5,0,288.85,301.09,40.03,43.25,-0.03379857,0,0,1485,0,5
"Perdue, David",ENTG,8/19/2019,Sale (Partial),Republican,GA,Plastic Products,Consumer Non-Durables,MA,308,9,200,3,2,Armed Services,8000.5,0,292.33,301.1,42.79,47.59,-0.071734989,0,0,1486,0,5
"Perdue, David",ENTG,8/21/2019,Sale (Partial),Republican,GA,Plastic Products,Consumer Non-Durables,MA,308,9,200,3,2,Armed Services,8000.5,0,292.45,298.28,43.41,47.52,-0.066944505,0,0,1487,0,5
"Perdue, David",T,8/22/2019,Sale (Partial),Republican,GA,Telecommunications Equipment,Public Utilities,TX,308,9,200,3,2,Armed Services,32500.5,0,292.36,298.28,35.39,37.91,-0.046626103,0,0,1488,0,5
"Perdue, David",T,8/26/2019,Sale (Partial),Republican,GA,Telecommunications Equipment,Public Utilities,TX,308,9,200,3,2,Armed Services,8000.5,0,288,297.62,34.93,37.38,-0.033219975,0,0,1489,0,5
"Perdue, David",CZR,9/4/2019,Sale (Partial),Republican,GA,Hotels/Resorts,Consumer Services,NV,308,9,200,3,2,Armed Services,8000.5,0,294.04,294.35,38.05,39.1,-0.025801052,0,0,1490,0,5
"Perdue, David",CZR,9/5/2019,Sale (Partial),Republican,GA,Hotels/Resorts,Consumer Services,NV,308,9,200,3,2,Armed Services,8000.5,0,297.82,294.35,39.05,39.1,-0.013067459,0,0,1491,0,5
"Perdue, David",ENTG,9/11/2019,Sale (Partial),Republican,GA,Plastic Products,Consumer Non-Durables,MA,308,9,200,3,2,Armed Services,8000.5,0,300.25,296.28,45.47,47.37,-0.053509261,0,0,1492,0,5
"Perdue, David",ENTG,9/13/2019,Sale (Partial),Republican,GA,Plastic Products,Consumer Non-Durables,MA,308,9,200,3,2,Armed Services,8000.5,0,301.09,296.28,47.11,47.37,-0.021723349,0,0,1493,0,5
"Perdue, David",BPL,9/16/2019,Sale (Partial),Republican,GA,,,0,308,9,200,3,2,Armed Services,8000.5,0,300.16,298.4,20.7,18.85,0.092245113,1,0,1494,0,5
"Perdue, David",BPL,9/17/2019,Sale (Partial),Republican,GA,,,0,308,9,200,3,2,Armed Services,8000.5,0,300.92,299.28,20,18.6,0.069788999,1,0,1495,0,5
"Perdue, David",ET,9/18/2019,Purchase,Republican,GA,Natural Gas Distribution,Public Utilities,TX,308,9,200,3,2,Armed Services,8000.5,0,301.1,297.97,13.5,12.74,-0.045901079,0,0,1496,0,5
"Perdue, David",BPL,9/18/2019,Sale (Full),Republican,GA,,,0,308,9,200,3,2,Armed Services,8000.5,0,301.1,297.97,21.9,20.25,0.070977068,1,0,1497,0,5
"Perdue, David",BPL,9/18/2019,Sale (Partial),Republican,GA,,,0,308,9,200,3,2,Armed Services,8000.5,0,301.1,297.97,21.9,20.25,0.070977068,1,0,1498,0,5
"Perdue, David",WES,9/18/2019,Purchase,Republican,GA,Natural Gas Distribution,Public Utilities,TX,308,9,200,3,2,Armed Services,8000.5,0,301.1,297.97,26.83,22.79,-0.140182494,0,0,1499,0,5
"Perdue, David",OKE,9/19/2019,Sale (Partial),Republican,GA,Oil & Gas Production,Public Utilities,OK,308,9,200,3,2,Armed Services,8000.5,0,301.08,297.97,75.09,69.2,0.074678315,1,0,1500,0,5
"Perdue, David",DCP,9/19/2019,Purchase,Republican,GA,Natural Gas Distribution,Public Utilities,0,308,9,200,3,2,Armed Services,8000.5,0,301.08,297.97,23.19,23.67,0.031028058,1,0,1501,0,5
"Perdue, David",AAPL,9/19/2019,Sale (Partial),Republican,GA,Computer Manufacturing,Technology,CA,308,9,200,3,2,Armed Services,32500.5,0,301.08,297.97,55.24,59.1025,-0.075789858,0,0,1502,0,5
"Perdue, David",GPK,9/25/2019,Sale (Partial),Republican,GA,Containers/Packaging,Consumer Durables,GA,308,9,200,3,2,Armed Services,32500.5,0,297.62,301.6,14.04,15.61,-0.087380267,0,1,1503,0,5
"Perdue, David",SU,9/25/2019,Sale (Full),Republican,GA,Integrated oil Companies,Energy,0,308,9,200,3,2,Armed Services,32500.5,0,297.62,301.6,77.62,83.86,-0.061213444,0,0,1504,0,5
"Perdue, David",FDX,9/26/2019,Purchase,Republican,GA,Air Freight/Delivery Services,Transportation,TN,308,9,200,3,2,Armed Services,8000.5,0,297,301.6,145.16,158.09,0.07358591,1,0,1505,0,5
"Perdue, David",COP,9/30/2019,Purchase,Republican,GA,Integrated oil Companies,Energy,TX,308,9,200,3,2,Armed Services,8000.5,0,296.77,304.14,56.98,55.04,-0.058881081,0,0,1506,0,5
"Perdue, David",BKNG,9/30/2019,Sale (Partial),Republican,GA,Transportation Services,Consumer Services,CT,308,9,200,3,2,Armed Services,8000.5,0,296.77,304.14,1962.61,2049.55,-0.018186806,0,0,1507,0,5
"Perdue, David",EAF,9/30/2019,Sale (Partial),Republican,GA,Metal Fabrications,Consumer Discretionary,OH,308,9,200,3,2,Armed Services,8000.5,0,296.77,304.14,12.8,12.71,0.0313133,1,0,1508,0,5
"Perdue, David",DIS,9/30/2019,Sale (Partial),Republican,GA,Services-Misc. Amusement & Recreation,Consumer Services,CA,308,9,200,3,2,Armed Services,32500.5,0,296.77,304.14,130.32,129.6,0.029787817,1,0,1509,0,5
"Perdue, David",NWSA,9/30/2019,Sale (Partial),Republican,GA,Newspapers/Magazines,Consumer Services,NY,308,9,200,3,2,Armed Services,8000.5,0,296.77,304.14,13.92,13.635,0.045134352,1,0,1510,0,5
"Perdue, David",BK,9/30/2019,Purchase,Republican,GA,Major Banks,Finance,NY,308,9,200,3,2,Armed Services,8000.5,0,296.77,304.14,45.21,46.62,0.006353744,1,0,1511,0,5
"Perdue, David",KO,9/30/2019,Sale (Partial),Republican,GA,Beverages (Production/Distribution),Consumer Non-Durables,GA,308,9,200,3,2,Armed Services,8000.5,0,296.77,304.14,54.44,53.94,0.03350182,1,1,1512,0,5
"Perdue, David",BOIVF,9/30/2019,Purchase,Republican,GA,,,0,308,9,200,3,2,Armed Services,8000.5,0,296.77,304.14,0,0,,0,0,1513,0,5
"Perdue, David",FOX,9/30/2019,Purchase,Republican,GA,Broadcasting,Industrials,ON,308,9,200,3,2,Armed Services,8000.5,0,296.77,304.14,0.06,0.06,-0.024834047,0,0,1514,0,5
"Perdue, David",ANTM,9/30/2019,Purchase,Republican,GA,Medical Specialities,Health Care,0,308,9,200,3,2,Armed Services,8000.5,0,296.77,304.14,975,930,-0.070987893,0,0,1515,0,5
"Perdue, David",XOM,9/30/2019,Purchase,Republican,GA,Integrated oil Companies,Energy,TX,308,9,200,3,2,Armed Services,8000.5,0,296.77,304.14,70.61,67.72,-0.065763093,0,0,1516,0,5
"Perdue, David",PEP,9/30/2019,Sale (Partial),Republican,GA,Beverages (Production/Distribution),Consumer Non-Durables,NY,308,9,200,3,2,Armed Services,8000.5,0,296.77,304.14,137.1,136.9,0.025693182,1,0,1517,0,5
"Perdue, David",SYK,9/30/2019,Sale (Partial),Republican,GA,Medical/Dental Instruments,Health Care,MI,308,9,200,3,2,Armed Services,8000.5,0,296.77,304.14,216.3,217.09,0.020593218,1,0,1518,0,5
"Perdue, David",MSM,9/30/2019,Sale (Partial),Republican,GA,Industrial Machinery/Components,Capital Goods,NY,308,9,200,3,2,Armed Services,8000.5,0,296.77,304.14,72.53,73.97,0.00476491,1,0,1519,0,5
"Perdue, David",USB,9/30/2019,Sale (Partial),Republican,GA,Major Banks,Finance,MN,308,9,200,3,2,Armed Services,8000.5,0,296.77,304.14,55.34,57.12,-0.006930204,0,0,1520,0,5
"Perdue, David",ORCL,9/30/2019,Sale (Partial),Republican,GA,Computer Software: Prepackaged Software,Technology,TX,308,9,200,3,2,Armed Services,8000.5,0,296.77,304.14,55.03,54.85,0.027513939,1,0,1521,0,5
"Perdue, David",UHAL,9/30/2019,Sale (Partial),Republican,GA,Rental/Leasing Companies,Consumer Discretionary,NV,308,9,200,3,2,Armed Services,8000.5,0,296.77,304.14,39.004,40.817,-0.020185506,0,0,1522,0,5
"Perdue, David",SYY,9/30/2019,Sale (Partial),Republican,GA,Food Distributors,Consumer Non-Durables,TX,308,9,200,3,2,Armed Services,8000.5,0,296.77,304.14,79.4,79.65,0.02109353,1,0,1523,0,5
"Perdue, David",PG,9/30/2019,Sale (Partial),Republican,GA,Package Goods/Cosmetics,Basic Industries,OH,308,9,200,3,2,Armed Services,32500.5,0,296.77,304.14,124.38,124.94,0.01975011,1,0,1524,0,5
"Perdue, David",MSFT,9/30/2019,Sale (Partial),Republican,GA,Computer Software: Prepackaged Software,Technology,WA,308,9,200,3,2,Armed Services,8000.5,0,296.77,304.14,139.03,144.61,-0.014354282,0,0,1525,0,5
"Perdue, David",STT,9/30/2019,Sale (Partial),Republican,GA,Major Banks,Finance,MA,308,9,200,3,2,Armed Services,8000.5,0,296.77,304.14,59.19,66.72,-0.088627451,0,0,1526,0,5
"Perdue, David",ENTG,10/1/2019,Sale (Partial),Republican,GA,Plastic Products,Consumer Non-Durables,MA,308,9,200,3,2,Armed Services,8000.5,0,293.24,303.33,46.88,48,0.009930768,1,0,1527,0,5
"Perdue, David",CBS,10/1/2019,Purchase,Republican,GA,,,NY,308,9,200,3,2,Armed Services,8000.5,0,293.24,303.33,0,0,,0,0,1528,0,5
"Perdue, David",IP,10/2/2019,Purchase,Republican,GA,Paper,Basic Industries,TN,308,9,200,3,2,Armed Services,8000.5,0,288.06,306.14,39.46,43.96,0.051274832,1,0,1529,0,5
"Perdue, David",PBA,10/10/2019,Sale (Partial),Republican,GA,Oil & Gas Production,Energy,0,308,9,200,3,2,Armed Services,8000.5,0,293.24,308.94,1.1,1.13,0.024270257,1,0,1530,0,5
"Perdue, David",CBS,10/11/2019,Sale (Full),Republican,GA,,,NY,308,9,200,3,2,Armed Services,175000.5,0,296.28,308.94,0,0,,0,0,1531,0,5
"Perdue, David",CTSH,10/11/2019,Sale (Full),Republican,GA,EDP Services,Technology,NJ,308,9,200,3,2,Armed Services,32500.5,0,296.28,308.94,60.61,62.86,0.005185003,1,0,1532,0,5
"Perdue, David",RF,10/11/2019,Sale (Partial),Republican,GA,Major Banks,Finance,AL,308,9,200,3,2,Armed Services,175000.5,0,296.28,308.94,15.43,16.88,-0.044921643,0,0,1533,0,5
"Perdue, David",MOS,10/11/2019,Sale (Full),Republican,GA,Agricultural Chemicals,Basic Industries,FL,308,9,200,3,2,Armed Services,32500.5,0,296.28,308.94,20.72,20.81,0.036653987,1,0,1534,0,5
"Perdue, David",FDX,10/11/2019,Sale (Full),Republican,GA,Air Freight/Delivery Services,Transportation,TN,308,9,200,3,2,Armed Services,175000.5,0,296.28,308.94,145.54,163.22,-0.067341228,0,0,1535,0,5
"Perdue, David",DVN,10/11/2019,Sale (Full),Republican,GA,Oil & Gas Production,Energy,OK,308,9,200,3,2,Armed Services,175000.5,0,296.28,308.94,21.26,22.91,-0.031042121,0,0,1536,0,5
"Perdue, David",XOM,10/11/2019,Sale (Full),Republican,GA,Integrated oil Companies,Energy,TX,308,9,200,3,2,Armed Services,32500.5,0,296.28,308.94,68.98,70.77,0.015685628,1,0,1537,0,5
"Perdue, David",SPY,10/11/2019,Purchase,Republican,GA,,,MA,308,9,200,3,2,Armed Services,750000.5,0,296.28,308.94,296.28,308.94,0,0,0,1538,0,5
"Perdue, David",NWSA,10/15/2019,Purchase,Republican,GA,Newspapers/Magazines,Consumer Services,NY,308,9,200,3,2,Armed Services,8000.5,0,298.88,309.55,13.42,12.91,-0.073702927,0,0,1539,0,5
"Perdue, David",NWSA,10/16/2019,Purchase,Republican,GA,Newspapers/Magazines,Consumer Services,NY,308,9,200,3,2,Armed Services,8000.5,0,298.4,311.79,13.66,12.99,-0.09392097,0,0,1540,0,5
"Perdue, David",TRGP,10/17/2019,Sale (Partial),Republican,GA,Natural Gas Distribution,Public Utilities,TX,308,9,200,3,2,Armed Services,8000.5,0,299.28,311.79,38.98,39.26,0.032991219,1,0,1541,0,5
"Perdue, David",ENTG,10/18/2019,Sale (Partial),Republican,GA,Plastic Products,Consumer Non-Durables,MA,308,9,200,3,2,Armed Services,8000.5,0,297.97,311.79,48.705,49.55,0.027271224,1,0,1542,0,5
"Perdue, David",DOW,10/23/2019,Sale (Partial),Republican,GA,,,MI,308,9,200,3,2,Armed Services,32500.5,0,299.88,310.96,47.23,54.2,-0.092966193,0,0,1543,0,5
"Perdue, David",NFLX,10/23/2019,Sale (Full),Republican,GA,Consumer Electronics/Video Chains,Consumer Services,CA,308,9,200,3,2,Armed Services,32500.5,0,299.88,310.96,271.27,310.48,-0.090656735,0,0,1544,0,5
